id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_132001008,"132001008","Swedish Spotted Hen chicken breed","Swedish Spotted Hen chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_132727004,"132727004","Swiss Hen chicken breed","Swiss Hen chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_77839002,"77839002","Thuringer chicken","Thuringer chicken (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_132829005,"132829005","Tomaru chicken breed","Tomaru chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_67209003,"67209003","Turken chicken","Turken chicken (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_132754001,"132754001","Vorwerks chicken breed","Vorwerks chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_87530001,"87530001","Welsummer chicken","Welsummer chicken (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_132755000,"132755000","Westfalische Totleger chicken breed","Westfalische Totleger chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_7598004,"7598004","Wyandotte chicken","Wyandotte chicken (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_132756004,"132756004","Yamato Gunkei chicken breed","Yamato Gunkei chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_43223009,"43223009","Yokohama chicken","Yokohama chicken (organism)","hc_patient.species_47290002","hc_patient.breed_47290002","base.snomed","http://snomed.info"
hc_patient.breed_409909005,"409909005","Antwerp bearded bantam","Antwerp bearded bantam (organism)","hc_patient.species_47290002","hc_patient.breed_30221007","base.snomed","http://snomed.info"
hc_patient.breed_132002001,"132002001","Belgian Booted Bantam chicken breed","Belgian Booted Bantam chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_409910000","base.snomed","http://snomed.info"
hc_patient.breed_132005004,"132005004","Cochin, Standard chicken breed","Cochin, Standard chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_65767004","base.snomed","http://snomed.info"
hc_patient.breed_132725007,"132725007","Dutch Bantam chicken breed","Dutch Bantam chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_409910000","base.snomed","http://snomed.info"
hc_patient.breed_132835005,"132835005","Ölansk Bantam chicken breed","Ölansk Bantam chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_409910000","base.snomed","http://snomed.info"
hc_patient.breed_132006003,"132006003","Old English Bantam Game chicken breed","Old English Bantam Game chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_409910000","base.snomed","http://snomed.info"
hc_patient.breed_132839004,"132839004","Rosecomb Bantam chicken breed","Rosecomb Bantam chicken breed (organism)","hc_patient.species_47290002","hc_patient.breed_409910000","base.snomed","http://snomed.info"
hc_patient.breed_34618005,"34618005","cow","Bos taurus (organism) aka auroch",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_131540009,"131540009","Abigar cattle breed","Abigar cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133551002,"133551002","Abondance cattle breed","Abondance cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133653008,"133653008","Abyssinian Highland Zebu cattle breed","Abyssinian Highland Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133654002,"133654002","Abyssinian Shorthorned Zebu cattle breed","Abyssinian Shorthorned Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133655001,"133655001","Aceh cattle breed","Aceh cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133656000,"133656000","Achham cattle breed","Achham cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133667004,"133667004","Adamawa cattle breed","Adamawa cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133668009,"133668009","Aden Zebu cattle breed","Aden Zebu cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133669001,"133669001","Afghan cattle breed","Afghan cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131426006,"131426006","Africander cattle breed","Africander cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131541008,"131541008","Africangus cattle breed","Africangus cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131542001,"131542001","Agerolese cattle breed","Agerolese cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133670000,"133670000","Alambadi cattle breed","Alambadi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133552009,"133552009","Ala-Tau cattle breed","Ala-Tau cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133554005,"133554005","Albanian Dwarf cattle breed","Albanian Dwarf cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133553004,"133553004","Albanian Illyrian cattle breed","Albanian Illyrian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131555000,"131555000","Albères cattle breed","Albères cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131543006,"131543006","Albese cattle breed","Albese cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131556004,"131556004","Alentejana cattle breed","Alentejana cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133575002,"133575002","Aleppo cattle breed","Aleppo cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131441006,"131441006","Aliab Dinka cattle breed","Aliab Dinka cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133290002,"133290002","Alistana-Sanabresa cattle breed","Alistana-Sanabresa cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133591004,"133591004","Almanzorena cattle breed","Almanzorena cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131442004,"131442004","Alur cattle breed","Alur cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131557008,"131557008","American White Park cattle breed","American White Park cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131558003,"131558003","Amerifaxcattle breed","Amerifaxcattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133594007,"133594007","Amritmahal cattle breed","Amritmahal cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131559006,"131559006","Anatolian Black cattle breed","Anatolian Black cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131560001,"131560001","Andalusian Black cattle breed","Andalusian Black cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133291003,"133291003","Andalusian Blond cattle breed","Andalusian Blond cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131561002,"131561002","Andalusian Gray cattle breed","Andalusian Gray cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131562009,"131562009","Angeln cattle breed","Angeln cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131443009,"131443009","Ankina cattle breed","Ankina cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131427002,"131427002","Ankole cattle breed","Ankole cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131428007,"131428007","Ankole-Watusi cattle breed","Ankole-Watusi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133292005,"133292005","Aosta Black Pied cattle breed","Aosta Black Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133293000,"133293000","Aosta Chestnut cattle breed","Aosta Chestnut cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133294006,"133294006","Aosta Red Pied cattle breed","Aosta Red Pied cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131444003,"131444003","Apulian Podolian cattle breed","Apulian Podolian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133295007,"133295007","Aracena cattle breed","Aracena cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131445002,"131445002","Arado cattle breed","Arado cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133296008,"133296008","Argentine Friesian cattle breed","Argentine Friesian cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133297004,"133297004","Armorican cattle breed","Armorican cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133298009,"133298009","Arouquesa cattle breed","Arouquesa cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133631006,"133631006","Arsi cattle breed","Arsi cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131563004,"131563004","Asturian Mountain cattle breed","Asturian Mountain cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131564005,"131564005","Asturian Valley cattle breed","Asturian Valley cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_133632004,"133632004","Atpadi Mahal cattle breed","Atpadi Mahal cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
hc_patient.breed_131565006,"131565006","Aubrac cattle breed","Aubrac cattle breed (organism)","hc_patient.species_34618005","hc_patient.breed_34618005","base.snomed","http://snomed.info"
